אאוך: אאוכן,אאוךן
סףורטא: הספורטאים,הסףורטאים
סףורטיב: ספורטיבית,סףורטיבי
סףץיף: ספציפיים,סףץיףי
סףקה: שהספקתי,שהסףקתי
סףקולץ: ספקולציות,סףקולץיה
סףקולץית: ספקולציות,סףקולץיות
סץין: סצינת,סץיןה
סץן: בסצנה,בסץןה
סקרןה: הסקרנות,הסקרןות
סרי: בסריכם,בסריךם
סריך: בסריכם,בסריךם
סרך: בוסרכם,בוסרךם,וסרך
סרקן: סרקנו,סרקןו
סתדרן: הסתדרנו,הסתדרןו
סתובבן: הסתובבנו,הסתובבןו
סתךלן: הסתכלנו,הסתךלןו
סתן: בוסתניכם,בוסתןיךם
סתןי: בוסתנינו,בוסתןיןו
עבדן: עבדנו,עבדןו
עבודתן: עבודתנו,עבודתןו
עבועי: בעבועינו,בעבועיןו
עבועיך: בעבועיכם,בעבועיךם
עבועין: בעבועינו,בעבועיןו
עבועך: בעבועכם,בעבועךם
עבוען: בעבוענו,בעבועןו
עבורי: עבורינו,עבוריןו
עבורין: עבורינו,עבוריןו
עבעך: בעבעכם,בעבעךם
עברן: לעברנו,לעברןו
עגב: עגבניות,עגבן
עגבןית: העגבניות,העגבןיות
עגה: לועגת,ועגה
עגין: העגינה,עגיןה
עדיה: בלעדיותכם,בלעדיותךם,לעדיותך
עדיות: בלעדיותכם,בלעדיותךם
עדך: העדכון,העדךון
עדךו: העדכון,העדךון
עדף: העדפתי,העדףה
עדר: מהעדר,העדר
עדש: עדשות,עדשה
עודן: עודנו,עודןו
עווית: עוויתות,עוויתה
עוייןה: העוינות,עוייןות
עויןה: עוינת,עויןת
עולםן: לעולמנו,לעולםןו
עוםדה: עומדות,עוםדות
עון: בעונה,בעוןה
עוןשי: העונשין,העוןשין
עוףה: עופות,עוףות
עוףר: עופרת,עוףרה
עורךה: העורכת,העורךת
עותי: בולעותינו,בולעותיןו
עזבן: עזבנו,עזבןו
עזרן: עזרנו,עזרןו
עזרתן: לעזרתנו,לעזרתןו
עטך: בעטכם,בעטךם
עטן: בעטנה,בעטןה
עידך: העדכון,עידךון
עידךו: העדכון,עידךון
עיוית: בעיותיכם,בעיותיךם
עיותי: בועיותינו,בועיותיןו
עיותיך: בעיותיכם,בעיותיךם
עיותין: בעיותינו,בעיותיןו
עיט: הבעיטה,בעיטה
עיטה: בעיטותיכם,בעיטותיךם
עיטותי: בעיטותינו,בעיטותיןו
עיטותיך: בעיטותיכם,בעיטותיךם
עיטותין: בעיטותינו,בעיטותיןו
עיטתך: בעיטתכם,בעיטתךם
עיטתן: בעיטתנו,בעיטתןו
עייה: בעייתכם,בעייתךם
עייתיות: בעייתיותכם,בעייתיותךם
עייתיותך: בעייתיותכם,בעייתיותךם
עייתיותן: בעייתיותנו,בעייתיותןו
עייתך: בעייתכם,בעייתךם
עייתן: בעייתנו,בעייתןו
עילותי: בעילותינו,בעילותיןו
עילותיך: בעילותיכם,בעילותיךם
עילותין: בעילותינו,בעילותיןו
עילתך: בעילתכם,בעילתךם
עילתן: בעילתנו,בעילתןו
עיםן: עימנו,עיםןו
עיןין: עינינו,עיןיןו
עיף: העיפה,העיףה
עיףר: העיפרון,העיףרון
עיףרו: העיפרון,העיףרון
עיץ: בעיצומו,עיץום
עיץו: בעיצומו,בעיץוםו
עירה: בעירתכם,בעירתךם
עירון: עירונית,עירוןי
עירותי: בעירותינו,בעירותיןו
עירותיך: בעירותיכם,בעירותיךם
עירותין: בעירותינו,בעירותיןו
עירן: עירנו,עירןו
עירתך: בעירתכם,בעירתךם
עירתן: בעירתנו,בעירתןו
עיתוןא: העיתונאי,העיתוןאי
עיתוןה: לעיתונות,לעיתוןות
עלבוןה: עלבונות,עלבוןות
עלויותי: בעלויותינו,בעלויותיןו
עלויותיך: בעלויותיכם,בעלויותיךם
עלויותין: בעלויותינו,בעלויותיןו
עלוית: בעלויותינו,בעלויותיןו,עלויותי
עלוך: בעלוכם,בעלוךם
עלותי: בועלותינו,בועלותיןו
עלותך: בעלותכם,בעלותךם
עלותן: בעלותנו,בעלותןו
עלין: ועלינו,ועליןו
עלך: בעלכם,בעלךם
עלם: עלמות,עלםה
עלן: בעלנה,בעלןה
עלןוך: בעלנוכם,בעלןוךם
עלתיך: בעלתיכם,בעלתיךם
עלתך: בעלתכם,בעלתךם
עלתן: בעלתנו,בעלתןו
עםדן: עמדנו,עםדןו
עםיה: עמיתה,עםיתה
עםיית: עמיתיך,עםיתיך
עםן: עמנו,עםןו
עןוו: בענווה,בעןווה
עןיב: עניבות,עןיבה
עןיי: בענייני,בעןייןי
עןייןן: ענייננו,עןייןןו
עןיש: מענישה,עןישה
עןקה: שהענקת,שהעןקת
עסיס: עסיסית,עסיסי
עףיף: העפיפון,העףיףון
עףיףו: העפיפון,העףיףון
עףרו: עפרונות,עףרון
עףרוןה: עפרונות,עףרוןות
עץבה: עצבות,עץבות
עץםא: לעצמאות,לעץםאות
עץםאה: לעצמאות,לעץםאות
עץםין: לעצמינו,לעץםיןו
עץרן: עצרנו,עץרןו
עקבותי: בעקבותינו,בעקבותיןו
עקבותין: בעקבותינו,בעקבותיןו
עקבן: עקבנו,עקבןו
עקיץ: עקיצות,עקיץה
עקרוןה: העקרונות,העקרוןות
עקשןה: העקשנות,העקשןות
ערוית: בערותיכם,בערותיךם
ערון: בערונו,בערוןו
ערותי: בערותינו,בערותיןו
ערותיך: בערותיכם,בערותיךם
ערותין: בערותינו,בערותיןו
ערותך: בערותכם,בערותךם
ערותן: בערותנו,בערותןו
עריך: בעריכה,בעריךה
ערין: בערינו,בעריןו
עריף: עריפת,עריףה
ערךן: ערכנו,ערךןו
ערם: ערמות,ערםה
ערםו: ערמומית,ערםוםי
ערםום: ערמומית,ערםוםי
ערםון: הערמונית,ערםוןי
ערףיל: הערפילית,ערףילי
ערץ: להערצה,הערץה
ערת: בערתכם,בערתךם
ערתך: בערתכם,בערתךם
ערתן: בערתנו,בערתןו
עשין: ועשינו,ועשיןו
עשתו: העשתונות,עשתון
עתוית: בעתותיכם,בעתותיךם
עתותי: בעתותינו,בעתותיןו
עתותיך: בעתותיכם,בעתותיךם
עתותין: בעתותינו,בעתותיןו
עתידן: עתידנו,עתידןו
עתק: ההעתק,העתק
עתת: בעתתכם,בעתתךם
עתתך: בעתתכם,בעתתךם
עתתן: בעתתנו,בעתתןו
ףאןט: פנטום,ףאןטום
ףאןטו: פנטום,ףאןטום
ףאסיב: פסיבי,ףאסיבי
ףארא: הפרנויה,ףאראןויה,ףאראן
ףאראן: הפרנויה,ףאראןויה
ףאראןו: הפרנויה,ףאראןויה
ףאשל: מפשלת,ףאשלה
ףגו: פגומים,ףגוםים
ףגיו: הפגיון,הףגיון
ףגיש: בפגישת,בףגישת
ףגישתן: פגישתנו,ףגישתןו
ףגן: הפגנת,הףגןה
ףגען: פגענו,ףגעןו
ףגשן: פגשנו,ףגשןו
ףדראל: הפדראלי,הףדראלי
ףדראץ: פדרציה,ףדראץיה
ףדרץ: פדרציה,ףדרץיה
ףואןט: הפואנטה,הףואןטה
ףוז: פוזות,ףוזה
ףוחית: בשלפוחית,בשלףוחית
ףוט: פוטון,ףוטו
ףולח: הפולחן,הףולחן
ףוליט: פוליטיים,ףוליטי
ףוליטיק: לפוליטיקה,לףוליטיקה
ףוליטיקא: הפוליטיקאים,הףוליטיקאים
ףוליס: פוליסת,ףוליסה
ףולן: הפולנים,הףולןים
ףום: הפומה,הףוםה
ףוןדקא: הפונדקאי,הףוןדקאי
ףוע: הפועם,הףועם
ףועלה: פועלות,ףועלות
ףוףולאר: פופולארית,ףוףולארי
ףוףולר: הפופולרי,הףוףולרי
ףורחה: פורחת,ףורחת
ףורטוגז: פורטוגזית,ףורטוגזי
ףורי: פורייה,ףורייה
ףורםאל: פורמלי,ףורםאלי
ףורםל: פורמלי,ףורםלי
ףורן: בפורנו,בףורןו
ףורןוגראף: פורנוגרפיה,ףורןוגראףיה
ףורןוגרף: פורנוגרפיה,ףורןוגרףיה
ףזם: הפזמון,הףזםון
ףזםו: הפזמון,הףזםון
ףחו: פחותה,ףחותה
ףחוה: פחותה,ףחותה
ףחיה: פחיות,ףחיות
ףחםים: פחמימות,ףחםיםה
ףטיר: הפטירה,ףטירה
ףטרו: הפטרון,הףטרון
ףטרן: פטרנו,ףטרןו
ףיד: הלפידים,הלףידים
ףיזיק: הפיזיקה,הףיזיקה
ףיי: פייה,ףייה
ףיליףי: הפיליפינים,הףיליףיןים
ףיליףין: הפיליפינים,הףיליףיןים
ףיןג: הפינגווינים,ףיןגווין,ףיןגוו
ףיןגו: הפינגווינים,הףיןגוויןים,ףיןגווי
ףיןגוו: הפינגווינים,ףיןגווין
ףיןגווי: הפינגווינים,הףיןגוויןים
ףיסףסן: פיספסנו,ףיסףסןו
ףיץ: פיצות,ףיץה
ףיק: מפיקה,ףיקה
ףיקד: הפיקדון,הףיקדון
ףיקדו: הפיקדון,הףיקדון
ףירם: הפירמה,הףירםה
ףירםיד: הפירמידה,הףירםידה
ףירסוםה: בפרסומת,ףירסוםת
ףישלן: פישלנו,ףישלןו
ףית: בפיתוי,בףיתוי
ףיתא: פתאומיות,ףיתאוםי,ףיתאו
ףיתאו: פתאומיות,ףיתאוםי
ףיתאום: פתאומיות,ףיתאוםי
ףיתו: בפיתוי,בףיתוי
ףיתחן: פיתחנו,ףיתחןו
ףיתיו: כפיתיון,ףיתיון
ףיתר: פתרונות,ףיתרון
ףיתרו: פתרונות,ףיתרון
ףךן: שהפכנו,שהףךןו
ףלאט: פלטה,ףלאטה
ףלאףו: הפלאפונים,הףלאףוןים
ףלוג: הפלוגה,הףלוגה
ףלסט: הפלסטי,הףלסטי
ףלסטין: הפלסטינים,הףלסטיןים
ףלסטיןית: הפלסטינית,הףלסטיןית
ףלץ: מפלצות,ףלץות
ףלץה: מפלצות,ףלץות
ףםיןיסט: פמיניסטית,ףםיןיסטי
ףןטאז: פנטזיה,ףןטאזיה
ףןטזית: הפנטזיות,הףןטזיות
ףןטסט: פנטסטית,ףןטסטי
ףןין: הפנינה,ףןיןה
ףסג: פסגת,ףסגה
ףסד: שהפסדתי,שהףסדתי
ףסדן: הפסדנו,הףסדןו
ףסולה: הפסולת,הףסולת
ףסט: הפסטה,הףסטה
ףסיךוט: פסיכוטית,ףסיךוטי
ףסיךוםטר: הפסיכומטרי,הףסיךוםטרי
ףסיל: פסילות,ףסילה
ףסלו: בפסלון,בףסלון
ףסףסן: פספסנו,ףסףסןו
ףסקן: שהפסקנו,שהףסקןו
ףעי: פעימת,ףעיםה
ףעים: פעימות,ףעיםות
ףעלן: פעלנו,ףעלןו
ףעםו: פעמוני,ףעםון
ףץיע: לפציעה,לףץיעה
ףץיר: מפצירה,ףץירה
ףקוחה: פקוחות,ףקוחות
ףקולט: בפקולטה,בףקולטה
ףראה: בפראות,בףראות
ףראןואיד: פרנואידי,ףראןואידי
ףרוו: פרוותי,ףרווה
ףריח: הפריחה,ףריחה
ףריע: מפריעה,ףריעה
ףריש: לפרישה,לףרישה
ףרןו: הפרנויה,הףרןויה
ףרסוםה: לפרסומת,לףרסוםת
ףרע: שהפרעתי,שהףרעתי
ףרץן: פרצנו,ףרץןו
ףרשן: הפרשנות,הףרשןות
ףרשןה: הפרשנות,הףרשןות
ףשטיד: פשטידת,ףשטידה
ףשיט: הפשיטה,ףשיטה
ףשיע: הפשיעה,ףשיעה
ףתג: הפתגם,הףתגם
ףתורה: פתורות,ףתורות
ףתחן: פתחנו,ףתחןו
ףתיו: הפתיון,הףתיון
ףתיע: מפתיעה,ףתיעה
ףתרו: פתרונות,ףתרון
ףתרוןה: פתרונות,ףתרוןות
ףתרן: פתרנו,ףתרןו
ץבאה: צבאות,ץבאות
ץבוץ: בצבוצה,בץבוץ
ץבוץי: בצבוצינו,בץבוץיןו
ץבוץיך: בצבוציכם,בץבוץיךם
ץבוץין: בצבוצינו,בץבוץיןו
ץבוץך: בצבוצכם,בץבוץךם
ץבוץן: בצבוצנו,בץבוץןו
ץביע: מצביעות,ץביעה
ץבעה: הצבעות,ץבעות
ץבעון: צבעונים,ץבעוןים
ץבץך: בצבצכם,בץבץךם
ץדד: צדדים,ץדדים
ץדן: לצדנו,לץדןו
ץדע: הצדעה,הץדעה
ץדקן: צדקנו,ץדקןו
ץהובו: הצהובונים,הץהובוןים
ץהר: בהצהרה,הץהרה
ץוא: בצואה,בץואה
ץודקה: צודקות,ץודקות
ץווא: הצוואה,הץוואה
ץווח: צווחות,ץווחה
ץוללה: לצוללת,לץוללת
ץום: בצומת,בץוםת
ץוםה: בצומת,בץוםת
ץוען: הצוענים,הץועןים
ץורתך: בצורתכם,בץורתךם
ץורתן: בצורתנו,בץורתןו
ץחן: הצחנה,הץחןה
ץטיי: בהצטיינות,בהץטייןות,הץטייןה
ץטיין: בהצטיינות,בהץטייןות
ץטייןה: בהצטיינות,הץטייןות
ץיביליזאץ: הציוויליזציה,ץיביליזאץיה
ץיביליזץ: הציביליזציה,הץיביליזץיה
ץידן: לצידנו,לץידןו
ץיוויליזץ: הציוויליזציה,הץיוויליזץיה
ץילו: לצילום,לץילום
ץילםן: צילמנו,ץילםןו
ץיםח: הצמחייה,ץיםחיה
ץיםחו: צמחונית,ץיםחוןי
ץיםחון: צמחונית,ץיםחוןי
ץיןץ: בצנצנת,ץיןץןת,ץיןץן
ץיןץן: בצנצנת,ץיןץןת
ץיןץןה: בצנצנת,ץיןץןת
ץיעותי: בציעותינו,בץיעותיןו
ץיעותיך: בציעותיכם,בץיעותיךם
ץיעותין: בציעותינו,בץיעותיןו
ץיעתך: בציעתכם,בץיעתךם
ץיעתן: בציעתנו,בץיעתןו
ץיףי: הציפייה,הץיףייה
ץיףין: ציפינו,ץיףיןו
ץירותי: בצירותינו,בץירותיןו
ץירותיך: בצירותיכם,בץירותיךם
ץירותין: בצירותינו,בץירותיןו
ץירין: בצירינו,בץיריןו
ץירך: בצירכם,בץירךם
ץירן: בצירנו,בץירןו
ץירתך: בצירתכם,בץירתךם
ץירתן: בצירתנו,בץירתןו
ץית: הציתות,ץיתות
ץיתה: הציתות,ץיתות
ץלחן: שהצלחנו,שהץלחןו
ץליך: בצליכם,בץליךם
ץלין: בצלינו,בץליןו
ץלך: בצלכם,בץלךם
ץלל: בצללים,בץללים
ץלן: שהצלנו,שהץלןו
ץלעה: צלעות,ץלעות
ץלףה: הצלפות,ץלףות
ץלץליך: בצלצליכם,בץלץליךם
ץלץלין: בצלצלינו,בץלץליןו
ץלץלך: בצלצלכם,בץלץלךם
ץלץלן: בצלצלנו,בץלץלןו
ץלק: צלקות,ץלקות
ץלקה: צלקות,ץלקות
ץםחון: צמחונית,ץםחוןי
ץםי: לצמיתות,לץםיתות,ץםיה
ץםיה: לצמיתות,לץםיתות
ץםיח: הצמיחה,ץםיחה
ץםיתה: לצמיתות,לץםיתות
ץםץ: מצמצם,ץםץם
ץםרה: לצמרת,לץםרת
ץןיח: הצניחה,ץןיחה
ץןיע: הצניעות,הץןיעות
ץןיעה: הצניעות,הץןיעות
ץןץן: בצנצנת,בץןץןת
ץןץןה: בצנצנת,בץןץןת
ץןר: בצנרת,בץןרת
ץןרה: בצנרת,בץןרת
ץעון: בצעונו,בץעוןו
ץעין: בצעינו,בץעיןו
ץעך: בצעכם,בץעךם
ץען: בצענה,בץעןה
ץערן: לצערנו,לץערןו
ץףו: צפויה,ץףויה
ץףין: צפינו,ץףיןו
ץףיף: בצפיפות,בץףיףות
ץףיףה: בצפיפות,בץףיףות
ץףן: צפנים,ץףןים
ץקוית: בצקותיכם,בץקותיךם
ץקותי: בצקותינו,בץקותיןו
ץקותיך: בצקותיכם,בץקותיךם
ץקותין: בצקותינו,בץקותיןו
ץקי: בצקיכם,בץקיךם
ץקיך: בצקיכם,בץקיךם
ץקין: בצקינו,בץקיןו
ץקך: בצקכם,בץקךם
ץקן: בצקנו,בץקןו
ץקת: בצקתכם,בץקתךם
ץקתך: בצקתכם,בץקתךם
ץקתן: בצקתנו,בץקתןו
ץרוית: בצרותיכם,בץרותיךם
ץרון: בצרונו,בץרוןו
ץרותי: בצרותינו,בץרותיןו
ץרותיך: בצרותיכם,בץרותיךם
ץרותין: בצרותינו,בץרותיןו
ץרין: בצרינו,בץריןו
ץרך: צרכים,ץרךים
ץרן: בצרנה,בץרןה
ץרע: צרעות,ץרעה
ץרףת: צרפתים,ץרףתים
קארם: קרמה,קארםה
קבב: השקבב,שקבב
קבוץ: כקבוצה,קבוץה
קבוק: בקבוקיכם,בקבוקיךם
קבוקו: בקבוקונה,בקבוקוןה
קבוקון: בקבוקונה,בקבוקוןה
קבוקוןי: בקבוקונינו,בקבוקוןיןו
קבוקוןיך: בקבוקוניכם,בקבוקוןיךם
קבוקוןין: בקבוקונינו,בקבוקוןיןו
קבוקוןך: בקבוקונכם,בקבוקוןךם
קבוקוןן: בקבוקוננו,בקבוקוןןו
קבוקי: בקבוקינו,בקבוקיןו
קבוקיך: בקבוקיכם,בקבוקיךם
קבוקין: בקבוקינו,בקבוקיןו
קבוקך: בקבוקכם,בקבוקךם
קבוקן: בקבוקנו,בקבוקןו
קבען: קבענו,קבעןו
קבקך: בקבקכם,בקבקךם
קברן: קברנו,קברןו
קדים: וקדימה,וקדיםה
קדםו: קדמונים,קדםוןים
קואורדיןט: הקואורדינטות,הקואורדיןטות
קואליץ: הקואליציה,הקואליץיה
קודםה: הקודמות,הקודםות
קולוםביא: הקולומביאנים,הקולוםביאןים
קולוםביאן: הקולומביאנים,הקולוםביאןים
קוםד: הקומדיה,הקוםדיה
קוםוןיז: הקומוניזם,הקוםוןיזם
קוםיקא: הקומיקאי,הקוםיקאי
קוםןד: הקומנדו,הקוםןדו
קוםק: הקומקום,הקוםקום
קוםקו: הקומקום,הקוםקום
קוןדו: בקונדום,בקוןדום
קוןסףירץ: הקונספירציה,הקוןסףירץיה
קוןףדרץ: הקונפדרציה,הקוןףדרץיה
קוףו: הקופונים,הקוףוןים
קוףץן: קופצנית,קוףץןי
קורבןה: לקורבנות,לקורבןות
קורו: קורווין,קורוו
קוריא: הקוריאני,הקוריאןי
קוריאן: הקוריאני,הקוריאןי
קורליא: קורליאונה,קורליאו
קזין: בקזינו,בקזיןו
קחן: שלקחנו,שלקחןו
קטל: קטלין,קטלי
קטןו: קטנונית,קטןוןי
קטןון: קטנונית,קטןוןי
קטןט: קטנטנים,קטןטןים
קטןטו: קטנטונת,קטןטון
קטריותי: בקטריותינו,בקטריותיןו
קטריותיך: בקטריותיכם,בקטריותיךם
קטריותין: בקטריותינו,בקטריותיןו
קטרייה: בקטרייתכם,בקטרייתךם
קטריית: בקטרייתנו,בקטרייתןו
קטרייתך: בקטרייתכם,בקטרייתךם
קטרייתן: בקטרייתנו,בקטרייתןו
קטרית: בקטריותיכם,בקטריותיךם
קיאויותי: בקיאויותינו,בקיאויותיןו
קיאויותיך: בקיאויותיכם,בקיאויותיךם
קיאויותין: בקיאויותינו,בקיאויותיןו
קיאותך: בקיאותכם,בקיאותךם
קיאותן: בקיאותנו,בקיאותןו
קיבלן: וקיבלנו,וקיבלןו
קידוםה: קדומות,קידוםת
קידםית: הקידמית,הקידםית
קיווין: קיווינו,קיוויןו
קיוםן: קיומנו,קיוםןו
קים: מקימה,קיםה
קיעותי: בקיעותינו,בקיעותיןו
קיעותיך: בקיעותיכם,בקיעותיךם
קיעותין: בקיעותינו,בקיעותיןו
קיעי: בקיעינו,בקיעיןו
קיעיך: בקיעיכם,בקיעיךם
קיעין: בקיעינו,בקיעיןו
קיעך: בקיעכם,בקיעךם
קיען: בקיענו,בקיעןו
קיעתך: בקיעתכם,בקיעתךם
קיעתן: בקיעתנו,בקיעתןו
קיץב: קצבת,קיץבה
קיץו: הקיצוני,הקיץוןי
קיץון: הקיצוני,הקיץוןי
קלאס: הקלאסי,קלאסי
קלטן: קלטנו,קלטןו
קליןיק: הקליניקה,הקליןיקה
קליףור: מקליפורניה,קליףורןי
קליףורן: מקליפורניה,קליףורןי
קםי: קמים,קםים
קםףיי: הקמפיין,הקםףיין
קןיו: קניונים,קןיוןים
קןיי: הקניין,הקןיין
קןסה: קנסות,קןסות
קסר: בוקסריכם,בוקסריךם
קסרי: בוקסרינו,בוקסריןו
קעוית: בקעותיכם,בקעותיךם
קעון: בקעונו,בקעוןו
קעותי: בקעותינו,בקעותיןו
קעותיך: בקעותיכם,בקעותיךם
קעותין: בקעותינו,בקעותיןו
קעיך: בקעיכם,בקעיךם
קעין: בקעינו,בקעיןו
קעך: בקעכם,בקעךם
קען: בקענה,בקעןה
קעת: בקעתכם,בקעתךם
קעתך: בקעתכם,בקעתךם
קעתן: בקעתנו,בקעתןו
קףדןה: בקפדנות,בקףדןות
קףט: שהקפטן,שהקףטן
קףטר: בקפטריה,בקףטריה
קףיד: בקפידה,בקףידה
קףיטר: לקפיטריה,לקףיטריה
קץו: קצוות,קץוות
קץוה: קצוות,קץוות
קץי: לקצין,לקץין
קץיץ: קציצות,קץיץה
קץף: שבקצפת,שבקץףת
קץףה: שבקצפת,שבקץףת
קקה: בוקקות,וקקה
קראן: קראנו,קראןו
קראתן: לקראתנו,לקראתןו
קרבןה: לקרבנות,לקרבןות
קרוןה: הקרונות,הקרוןות
קרותי: בוקרותינו,בוקרותיןו
קרותיך: בקרותיכם,בקרותיךם
קרותין: בקרותינו,בקרותיןו
קריך: בקריכם,בקריךם
קרך: בקרכם,בקרךם
קרןה: קרנות,קרןות
קרען: קרענו,קרעןו
קרץי: קרצייה,קרץייה
קרקף: הקרקפת,הקרקףת
קרקףה: הקרקפת,הקרקףת
קרתך: בקרתכם,בקרתךם
קשוית: בקשותיכם,בקשותיךם
קשון: בקשונו,בקשוןו
קשותי: בקשותינו,בקשותיןו
קשותיך: בקשותיכם,בקשותיךם
קשותין: בקשותינו,בקשותיןו
קשין: בקשינו,בקשיןו
קשך: בקשכם,בקשךם
קשן: בקשנה,בקשןה
קשתך: בקשתכם,בקשתךם
קשתן: בקשתנו,בקשתןו
קתותי: בקתותינו,בקתותיןו
קתותיך: בקתותיכם,בקתותיךם
קתותין: בקתותינו,בקתותיןו
קתת: בקתתכם,בקתתךם
קתתך: בקתתכם,בקתתךם
קתתן: בקתתנו,בקתתןו
ראוך: בראוכם,בראוךם
ראון: בראונו,בראוןו
ראותי: בוראותינו,בוראותיןו
ראותך: לראותכם,לראותךם
ראיוןה: ראיונות,ראיוןות
ראין: וראינו,וראיןו
ראך: בראכם,בראךם
ראןוך: בראנוכם,בראןוךם
ראץיוןל: רציונלית,ראץיוןלי
ראשיך: ראשיכם,ראשיךם
ראשין: ראשינו,ראשיןו
ראשיתי: בראשיתיות,ראשיתיות
ראתיך: בראתיכם,בראתיךם
ראתך: בראתכם,בראתךם
ראתן: בראתנו,בראתןו
רבוןיותי: ברבוניותינו,ברבוןיותיןו
רבוןיותיך: ברבוניותיכם,ברבוןיותיךם
רבוןיותין: ברבוניותינו,ברבוןיותיןו
רבוןייתך: ברבונייתכם,ברבוןייתךם
רבוןייתן: ברבונייתנו,ברבוןייתןו
רבורי: ברבורינו,ברבוריןו
רבוריך: ברבוריכם,ברבוריךם
רבורין: ברבורינו,ברבוריןו
רבורך: ברבורכם,ברבורךם
רבורן: ברבורנו,ברבורןו
רבן: ורבנה,ורבןה
רבריותך: ברבריותכם,ברבריותךם
רבריותן: ברבריותנו,ברבריותןו
רברך: ברברכם,ברברךם
רגן: שהרגנו,שהרגןו
רגןה: בורגנותה,בורגןותה
רגןות: בורגנותכם,בורגןותךם
רדין: ורדינו,ורדיןו
רדיף: הרדיפה,רדיףה
רדך: ברדכם,ברדךם
רדלס: ברדלסיכם,ברדלסיךם
רדלסי: ברדלסינו,ברדלסיןו
רדלסיך: ברדלסיכם,ברדלסיךם
רדלסין: ברדלסינו,ברדלסיןו
רדלסך: ברדלסכם,ברדלסךם
רדלסן: ברדלסנו,ברדלסןו
רדן: ורדנה,ורדןה
רדסי: ברדסינו,ברדסיןו
רדסיך: ברדסיכם,ברדסיךם
רדסין: ברדסינו,ברדסיןו
רדסך: ברדסכם,ברדסךם
רדסן: ברדסנו,ברדסןו
רדףן: רדפנו,רדףןו
רואיך: ברואיכם,ברואיךם
רואין: ברואינו,ברואיןו
רובוט: רובוטית,רובוטי
רובך: רובכם,רובךם
רווזו: ברווזונה,ברווזוןה
רווזון: ברווזונה,ברווזוןה
רווזוןי: ברווזונינו,ברווזוןיןו
רווזוןיך: ברווזוניכם,ברווזוןיךם
רווזוןין: ברווזונינו,ברווזוןיןו
רווזוןך: ברווזונכם,ברווזוןךם
רווזוןן: ברווזוננו,ברווזוןןו
רווזותי: ברווזותינו,ברווזותיןו
רווזותיך: ברווזותיכם,ברווזותיךם
רווזותין: ברווזותינו,ברווזותיןו
רווזי: ברווזינו,ברווזיןו
רווזיך: ברווזיכם,ברווזיךם
רווזין: ברווזינו,ברווזיןו
רווזך: ברווזכם,ברווזךם
רווזן: ברווזנו,ברווזןו
רווזתך: ברווזתכם,ברווזתךם
רווזתן: ברווזתנו,ברווזתןו
רווחן: הרווחנו,הרווחןו
רוחן: הרוחני,הרוחןי
רוטליות: ברוטליותכם,ברוטליותךם
רוטליותך: ברוטליותכם,ברוטליותךם
רוטליותן: ברוטליותנו,ברוטליותןו
רוך: השרוכים,שרוך
רוךה: ברוכות,ברוךות
רוךס: הרוכסן,הרוךסן
רוםם: רוממותו,רוםםות
רוםםה: רוממותו,רוםםות
רוםןט: רומנטיים,רוםןטי
רוםןטיק: לרומנטיקה,לרוםןטיקה
רוןז: הברונזה,ברוןזה
רוןט: ברונטית,ברוןטי
רוןטי: ברונטיים,ברוןטיים
רוןטית: ברונטית,ברוןטית
רוף: רופיות,רוףיה
רוףףה: רופפת,רוףףת
רוץחה: לרוצחת,לרוץחת
רוקן: רוקנו,רוקןו
רוקר: ברוקריכם,ברוקריךם
רוקרי: ברוקרינו,ברוקריןו
רוקריה: ברוקריתכם,ברוקריתךם
רוקריותי: ברוקריותינו,ברוקריותיןו
רוקריותיך: ברוקריותיכם,ברוקריותיךם
רוקריותין: ברוקריותינו,ברוקריותיןו
רוקריך: ברוקריכם,ברוקריךם
רוקרין: ברוקרינו,ברוקריןו
רוקרית: ברוקריותיכם,ברוקריותיךם
רוקריתך: ברוקריתכם,ברוקריתךם
רוקריתן: ברוקריתנו,ברוקריתןו
רוקרך: ברוקרכם,ברוקרךם
רוקרן: ברוקרנו,ברוקרןו
רורי: ברורינו,ברוריןו
רוריך: ברוריכם,ברוריךם
רורין: ברורינו,ברוריןו
רורך: ברורכם,ברורךם
רוש: רושמת,רושם
רושי: ברושינו,ברושיןו
רושיך: ברושיכם,ברושיךם
רושין: ברושינו,ברושיןו
רושך: ברושכם,ברושךם
רושן: ברושנו,ברושןו
רזיה: ברזיותיכם,ברזיותיךם
רזיותי: ברזיותינו,ברזיותיןו
רזיותיך: ברזיותיכם,ברזיותיךם
רזיותין: ברזיותינו,ברזיותיןו
רזייה: ברזייתכם,ברזייתךם
רזיית: ברזייתנו,ברזייתןו
רזייתך: ברזייתכם,ברזייתךם
רזייתן: ברזייתנו,ברזייתןו
רזיך: ברזיכם,ברזיךם
רזין: ברזינו,ברזיןו
רזך: ברזכם,ברזךם
רזל: ברזליכם,ברזליךם
רזלי: ברזלינו,ברזליןו
רזליך: ברזליכם,ברזליךם
רזלין: ברזלינו,ברזליןו
רזלך: ברזלכם,ברזלךם
רזלן: ברזלנו,ברזלןו
רזן: ברזנו,ברזןו
רחך: ברחכם,ברחךם
רחן: ברחנו,ברחןו
רחץ: הרחצה,הרחץה
רחשי: ברחשינו,ברחשיןו
רחשיך: ברחשיכם,ברחשיךם
רחשין: ברחשינו,ברחשיןו
רחשך: ברחשכם,ברחשךם
